xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.4-1
xorgproto 2024.1-2
xsel 1.2.1-2
xss-lock 0.3.0.r27.g0c562bf-1
xterm 396-2
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.3-1
yajl 2.1.0-6
yarn 1.22.22-2
yay 12.4.2-1
yay-debug 12.4.2-1
yyjson 0.10.0-1
z 1.12-1
zbar 0.23.93-3
zellij 0.41.2-1
zen-browser-bin 1.0.1.a.22-1
zeromq 4.3.5-2
zimg 3.0.5-1
zix 0.4.2-2
zlib 1:1.3.1-2
zram-generator 1.1.2-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-syntax-highlighting 0.8.0-1
zstd 1.5.6-1
zsync 0.6.2-5
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
